tweet,label
"ANIES = ide &amp; gagasan, cerdas, santun, jis, formula e, transportasi publik, keadilan, kesetaraan, diplomasi internasional, banyak penghargaan, dll sdg GANJAR= miskin ide &amp; gagasan, bokep, banjir, jateng miskin, wadas, piala dunia u20 gagal, pansos, dll, jelas sekali beda kelas.",1
"Bersih transparan, Ganjar lah yang mengajarkan kita agar tidak melakukan korupsi sekecil apapun.",3
Bila Ganjar menang maka PDIP masih bisa meraup suara di sekitar 20% lah Demokrat cukup senang dengan 10%? Kah,3
Ganjar pemimpin masa depan,3
"Semangatnya tadi luar biasa, bagaimana konsensus berbangsa dan bernegara yang empat itu betul-betul dijaga,” kata Ganjar di lokasi deklarasi.",3
Yang ngomong Ganjar brow.. dia ga akan mu.gkin menolak Gratifikasi..(KORUPSI),1
Relawan Gapura Nusantara (RGN) telah mendeklarasikan dukungan kepada Ganjar Pranowo . Mereka yang terdiri dari 1.000 jenderal purnawirawan TNI/Polri itu siap memenangkan Ganjar di Pilpres 2024 . FULL ALBUM Aurel Fakta Tasyi KING IS BACK,3
"Kata bpk Trimedya Panjaitan, ""Ganjar berhasil memiskinkan Jawa tengah"". Kalo dia jadi presiden pasti dia memiskinkan Indonesia. Jadi kalo org Sumut dan Jateng tetap ingin miskin ya silahkan. Tapi tolong jangan miskinkan lagi provinsi lain yg sudah telanjur dimiskinkan rezim ini",1
Ganjar: Jangan Pernah Budaya Kita Digantikan dengan Asing,1
asalkan ganjar berhenti nonton Bokep...,1
"Sesuai petunjuk cawe² mukidi, keluar dari gerindra masuk PPP untuk cawapres den bagus ganjar bokep. Yg ada PPP malah ga tembus DPR, jadi partai gurem.",1
Bakal calon presiden Partai Demokrasi Indonesia Perjuangan (PDIP) meresmikan rumah pemenangan Ganjar Pranowo Sumatera Utara di Jalan Sei Serayu .,3
"Bagus agar tdk terjadi riak sekecil apapun. Pemilu lancar dan aman, Ganjar menang dengan mulus. Aamiiiin.....",3
Ganjar suka bokep itu juga fakta,1
Survei LSN: Prabowo Menang di 5 Provinsi Besar Kalahkan Ganjar Pranowo dan Anies Baswedan,3
Saya tdk mempermasalah siapa yg menang di 2024 krn Prabowo dan Ganjar hanya beda wadah tp isinya tetap Jokowi,3
Ganjar Pranowo pemimpin visioner,3
Ternyata Ganjar yg suka film porno surveynya yg paling tinggi ya bro ?,1
Menang 1 putaran! Ganjar pilihan keluarga ku,3
"Sanksi itu hanya buat anies, buat den bokepmah bebas mau ngapai juga,,, Lawan terberat anies itu bukan ganjar, tp para wasitnya,,,,",1
Pendukung Ganjar sdh panas dingin dengar nama Joko Widodo akan pimpin ikrar pemenangan Anies di Samarinda,3
Duh jangan sampek deh gabung rejim . Apalagi jadi cawapresnya ganjar.,1
"KADAL BUDUG OPORTUNIS,JANGAN PERCAYA SAMA ULAR BEDUDAG YANG PURA"" BAIK HANYA UNTUK MENIKAM,GANJAR TETAP AKAN JADI RI 1 WALAU TAK DI DUKUNG SI BAWUK",1
Tidak mudah terkalahkan kalo partai besar udah bersama untuk dukung penuh pak ganjar,1
Siap untuk kemenangan pak ganjar,3
Selama ada calon yg doyan bokep. Ga akan layak. Kasihan KOMINFO udah mahal2 beli Server blokir Bokep eh sama ganjar malah di jebol wkwkwkwk,1
ENG ING ENG... [BREAKINGNEWS] Goodbye Anies &amp; Nasdem Warung Sebelah KEBAKARAN JENGGOT Partai Demokrat Merapat ke koalisi Ganjar? Ga dapet cawapres tapi kemungkinan menang lebih besar dan bisa dapat jatah menteri. Balak kosong 9 tahun lebih diluar loe kira enak apa,3
Dari dulu juga begitu ngk konsisten...lihat tu PDIP puan ngk di Sorong Ganjar yg dimajukan utk cari kemengan.. seharusnya 3 partai dah solid..tinggal tambah pasar ceruk baru agar menang malah ngotot cawapres..logika aja 3 partai paling dapat suara pilpres jika Anies ahy 30%.,3
Kl koalisi pdip menang. Kalau kalah yah prabowo yg menabg. Kl mau Ganjar menang maka Anies harus ada jadi calon ke 3. Syukur syukur menang lawan prabowo di putaran 1. Kl yg ini langsung Ganjar vs prabowo bakal menang wowo,1
"Sumatera Utara siap memenangkan mu Pak Ganjar, horas !! Luna Batam AKU CINTA KAMU Messi Besok Senin Aurel Tertarik Mepe LOTR EXO BENERAN COMEBACK ี๋ลี่เร่อปา",3
Pak ganjar adalah calon pemimpin yang cerdas dan bijaksana,3
"Mulai kebuka khan, akun² yg awalnya sok penggemar bola &amp; anti-Ganjar, mulai ""bergaya"" kalau nggak ada capres yg lebih bagus dari Ganjar walau nggak sebagus pak Jokowi. Ganjar jadi gubernur Jateng aja masih amburadul, kok mau jadi presiden RI... . . Sahur dulu, puasa Senin",3
"Salam komando, semoga mas Ganjar menangkan Pilpres di Sumut, Aamiin. Luna Batam AKU CINTA KAMU Messi Besok Senin Aurel Tertarik Mepe LOTR EXO BENERAN COMEBACK ี๋ลี่เร่อปา",3
Saking paniknya kenapa jadi kayak yg ngemis2 ya?makanya bener mereka klaim Ganjar tdk mungkin dikalahkan &amp; hasil survey elektabilitas Ganjar selalu no. 1 itu cuma tipu2.,1
"Survei LSN: Elektabilitas Prabowo Tertinggi, Kalahkan Ganjar dan Anies -",1
"Ini sungguh luar biasa, semoga tuhan yang maha esa memberkati Ganjar Pranowo sebagai Capres pemenang di Pilpres 2024. Luna Batam AKU CINTA KAMU Messi Besok Senin Aurel Tertarik Mepe LOTR EXO BENERAN COMEBACK ี๋ลี่เร่อปา",3
"Klo suara pndukung Prabowo ditmbah suara pendukung Anies...bisa lebih dari 50%.Ganjar kalah,dan PDIP jd oposan.Semoga Demokrat menghitung ini..",1
indonesia akan bisa menjadi negara yang unggul jika Ganjar menjadi pemimpin.,3
Jangan Pak Ganjar...bawa sial dia!,1
"Putra Bung Tomo: Ganjar Pranowo Jangan Jadi Pemimpin, Kalau Tidak Berani Lawan Korupsi",3
"8 Karakter Kepemimpinan Ideal. Tak usah muluk-muluk Capres harus punya itu semua. TIDAK MELIHAT karakter DAPAT DPERCAYA pada Ganjar menusuk Jokowi dari belakang, menghancurkan kerja Jokowi, &amp; Ganjar buat Indonesia rugi 3,7 T.",3
"Pas Pak anies menang survei, senengnya minta ampun. Pas Pak Ganjar menang survei, ngomongnya PDIP takut sama Pak anies. Sbenernya lo Yakin Pak anies menang gak? Ribut terus lo Wong TOLOL",1
"Dukungan makin banyak, relawan bertumbuh bak jamur. Semoga ini pertanda awal menangnya Ganjar Pranowo di Pilpres 2024. Luna Batam AKU CINTA KAMU Messi Besok Senin Aurel Mepe LOTR EXO BENERAN COMEBACK ี๋ลี่เร่อปา",3
kek nya ga dibaca ISINYA ortu nyebut PERSEN DOANK wkwkwk jd yg pilih anies 10 itu 100%. muslim yg pilih ganjar 15 yyg 12 muslim 3 non muslim yg pilih prabowo 14 yg 11 muslim 3 mom muslim jd SIAPA YG UNGGUL?... ekekekek,1
"Bawaslu tak Bisa Sanksi Ganjar Terkait Deklarasi Relawan Libatkan Siswa SD, Ini Alasannya",2
"Ganjar Pranowo hadir menyaksikan relawan Sahabat Ganjar meluncurkan aplikasi dalam Rakernas II di Kota Surabaya, Jawa Timur, pada Sabtu 10 Juni 2023. .",2
Bahanmu ini sudah 3 periode digunakan.. Ini lebih elok.. Negative campaign lebih baik ketimbang fitnah sana sini.. Ada yg fitnah Ganjar korupsi E-KTP gue belain.. Pacul serang Ganjar juga gue belain.. Loe kl ngaku ngikutin gue harusnya paham.. Ngaku2 ga elok.. Fanatik buta..,1
"Nanti jika 3calon Anis ahy klah suara k prabowo,prabowo bs menang tp kl ahy d tarik ganjar yg menang..biar anis aja k prabowo itung2an survey pdip ganjar yg menang",3
"Karena program jokowi justru memiskinkan rakyat banyak dgn utang segunung dan korupsi merajalela..... Ganjar telah menambah kemiskinan di jateng dalam 2 periode. Mau lebih miskin dari sekarang, pilih ganjar. Mau makmur spt warga DKI, pilih Anies.",1
"PAK ADE, NGGAK USAH GELISAH. MENANGKAN DULU GANJAR. JANGAN MENYEBAR RUMOR YG NGGAK JELAS.",1
suka sama pak Ganjar deh,2
Pengendali pak Ganjar. Bohir,2
"Elu aja nonton sepak bola barusan coeg Semua fans mu itu punya loyalitas Lihat noh ganjar, sudjiwo tedjo, helmi yahya, rocky gerung Mereka semua dukung mu sedari mu berproses Elu aja anak baru kahir yang sok jadi fans paling loyal, ni cuman nyalin komen orang sih",2
Ganjar vs Aldi Taher,2
Indonesia jadi lebih baik dan maju bersama pak ganjar,3
Sebanyak 61% dukung Ganjar,3
Ganjar dapat gelar anggota kehormatan luar biasa,3
Dukungan Ganjar semakin besar,3
Lanjut kan perjuangan mu pak ganjar,1
"Anti hoaks-hoaks club, Ganjar dihati",1
Ganjar dukung pemberantasan korupsi,3
Bawaslu RI Lapor ke KPAI soal Dugaan Pelibatan Anak dalam Deklarasi Relawan Bacapres Ganjar Pranowo,1
PDIP Ajak Partai Demokrat Kerja Sama untuk Pemenangan Ganjar Pranowo,3
"Semangat pak ganjar ,Pemimpin tidak menciptakan pengikut, mereka menciptakan lebih banyak pemimpin.",3
"Ada tiga hal penting dalam kepemimpinan: kerendahan hati, kejelasan, dan keberanian,semangat pak ganjar",3
"Ya emang pakta,si bokep Ganjar yg ngaku sendiri",1
"Pak Ganjar Pilihan Rakyat, 2024 Ganjar Menang Total Luna Nikita Willy KING IS BACK Fakta Tasyi Batam Inter Milan Besok Senin AKU CINTA KAMU EXO BENERAN COMEBACK FULL ALBUM NCT L jennie Ginting T5 UNIT Haruto Minggu Hazelnut",3
Ganjar Klaim akan Ada Partai Politik Lagi yang Mendukungnya Menangkan Pilpres 2024 JIN RETURNS IN 1 YEAR Luna Aurel KING IS BACK TAEHYUNG SIMINVEST FANMEET Batam jeon wonwoo BTS EXHIBITION IT'S HAPPENING Adele YOONGI LIVE AKU CINTA KAMU pledis Depok Dani Alves,3
Ganjar anti korupsi,3
Jokowi Sebut Ganjar Pranowo Pemimpin Berani Dan Punya Nyali KING IS BACK Luna jennie Nikita Willy Batam Fakta Tasyi Besok Senin NCT L AKU CINTA KAMU FULL ALBUM haechan EXO BENERAN COMEBACK T5 UNIT Haruto Ginting jaemin Hazelnut,3
Ternyato 2 Parpol yang menolak Ganjar doyan korupsi,1
KABAR JOROK sygku GOR UNIMED MEDAN Tempat Konsolidasi Pertemuan Relawan Ganjar di BANJIRI SAMPAH di mana-mana Makanya PILIH Pemimpin itu Jgn yg JOROK Gak Punya PRESTASI Pemimpin JOROK Pasti didukung Orang JOROK Juga Supaya PAHAM &amp; JELAS SIMAK VIDIO dibawah ini sygku,3
"Terserah tp saya sampe kiamat, ga bakal terima, dia adalah representasi dari intoleransi, kalo diterima jadi pendukung Ganjar, kalian sudah ga waras, demi kemenangan kalian menerima semua orang, walaupun sudah berbeda ideologi, kalian sakit.",1
"Ganjar menang,kemenangan utk Indonesia.",3
"Kemungkinan kalo yg dorong itu di gantikan pak ganjar yg hobi lari lari kan bagus itu lari lari sambil nolong, warga nya 2x seminggu loh..",3
"Aq berada di surabaya,jangan mengarang cerita dong ,mana bukti validnya druun,aq bikin gituan mah diluar kpla klo aq mau,tpi kita pendukung Ganjar bukan manusia rendahan macam kalian druun..",1
"semangat semuanya, Pak Ganjar Pasti menang",3
Jubir partai perkutut coba sekali kali kamu buka suara dengan capres bokep yang putus urat malunya Jangan cuma bisa mencari celah untuk menyalahkan Anies sementara kalian tutup mata dengan kegemaran ganjar,1
"Semangat pak ganjar, buktikan pada mereka bahwa kau bisa jadi pemimpin yang lebih baik",3
Semangattt Pak jokowi dan pak ganjar,3
"Tidak ada usaha yang mengkhianati hasil,semangat pak ganjar",3
Eh ganjar...mending lu mundur dulu dari jabatan gubernur..jangan kampanye Bae lu..rakyat lu urusin noh...pencitraan trus..udah ga laku..skarang mah yg dilihat kerja nyata..bukan pecicilan di medsos..so iye lu,1
"Gue kadang heran, militan Jokowi tp pilih penerusnya Prabowo. Padahal klau penerusnya Ganjar, Jokowi pasti akan cawe2 selama 5 tahun kepemimpinan Ganjar. Jokowi akan jadi presiden dibalik layar. Spt PM Lee di Singapura. Ini yg spt ditakuti Ade Harmanto. Tp klau penerusnya prabow",3
Lawan terberat Anies KPU sama Bawaslu ! Kalo Ganjar dimana-mana juga kalah dia !,1
"Secara personal Ganjar bagus, tapi dia sudah ditekankan menjadi petugas partai.",3
Mending bagus bagusin ganjar aja ga ush jelekin lawan politik nya....wkwkkwk...nanti kalah nangeees...masa di dukung presiden masih juga kalah ??,3
tapi banyak kalahnya selalu Ganjar yg menang,1
Asiyapp dan tahun depan Ganjar presidennya gassspol,3
gimana ganjar mau melawan korupsi 1 pdip sarang nya koruptor kedua ganjar pranowo terlibat dalam skandal korupsi ektp,1
"Cenul coba tunjukkan prestasi den bokep?? Jgn hanya nyinyirin anies. Bingung jualan ganjar krn ngga punya prestasi, kecuali cari2 kejelekan anies spy ganjar bisa dijual.",1
Ganjar pemimpin tauladan,3
"Yang bikin kesel itu oak ganjar suka NONTON BOKEF/PORNO !!! gagasan apa,yg mau dihraapakn dari seoramg penggemar film porno!?",1
jegal jangan sampai di 2024 ganjar jadi presiden,1
"Ganjar Pranowo disambut meriah dgn antusias oleh para penari tor tor di Medan, Sumatera Utara dan para penari ini merupakan mereka yg menyandang disabilitas, namun hal tersebut tidak membuat mereka minder dan sangat semangat Menyambut Calon Presiden Terbaik Indonesia 2024 itu.",3
"Jaga kesehatan ya mas. Untuk para Relawan Ganjar, tetap waspada penyusup ya. Semangat terus kawal pak Ganjar. Salam Pancasila",3
"Kita mah yg bokep bokep aja, g penting apa itu Oxford Oxford. Gaspol akohh dukung Ganjar, akohh yakin cm Ganjar yg mumpuni sejahterakan rakyat, bokep Indonesia lebih maju negara damai tentram makmur jaya sentosa",1
kenapa elektabilitas ganjar pornowo selalu tinggi padahal dia ngga punya prestasi selama jadi gubernur jateng dia masih orang pdip padahal rakyat indonesia sudah ngga mau negara ini dipimpin lagi oleh presiden dari pdip,1
Ternyata sabdo nya mega mampu meluluhlantakan trimedya...Hahahha....sudah terlanjur menjelekan ganjar..bahkan video nya tersimpan siapa ganjar...apa prestasi nya..jateng masuk provinsi termiskin...ganjaris duit nya dari sopo...wlw skrng all out ttp aja masyarakat ud tau..haha,1
"Data survey hrs dibaca: Suara Ganjar&gt;&lt; suara Prabowo+ suara Abas... Msh kalah loh Ganjar... Ayo petinggi jgn jumawa jgn merendahkan kader sbg petugas partai, spy kesan publik positif kpd partai",1
"Bsok jangan golput, biar ganjar g menang",1
Relawan Sahabat Ganjar Sumatera Utara dengan penuh semangat menyambut kedatangan Bapak Ganjar Pranowo pada hari Minggu (11/2).,3
"Pak Prabowo mantan jenderal militer sdh go Internasional,bhs Inggrisnya cas cis cus mengajukan proposal perdamaian perang Rusia vs Ukraina saja ditolak,maaf apalagi Ganjar yg tdk memiliki pergaulan dunia mosok iya klo mengajukan proposal akan diterima,bagus sih punya rasa optimis",3
Kader dan relawan sambut Ganjar dengan teriakan Ganjar Presiden Kami siap dkung pak Ganjar pranowo sbg presiden RI 2024,3
Pendukung ganjar pada sewot..hahhaa...kasihan bang ade..harus nya lu bagus bagusin ganjar...Wlw nyatanya...kan udh tegak lurus sama jokowi...ko melenceng....bagus sih anda jujur semangat bang,3
Ini keren...sepertinya mereka semua tersandera sehingga terpaksa pilih Ganjar...((den Bokep)) Wkwkwkwk,1
Gerak cepat para Relawan ini bahu membahu dengan semangat berkobar2 di dada. Ganjar Presiden.,3
Ganjar pranowo pemimpin visioner,3
Tenyata 2 parpol yg menolak ganjar pranowo doyan korupsi,1
Ganjar pranowo buktikan Jateng bersih dari korupsi dgn membentuk 29 Desa antikorupsi,1
Nuhun abah Punten Baru merespon Semoga kita semua dlam keadaan sehat berkah barokah Semangat pantang kendor Untuk Pak Ganjar pranowo,3
"Gada harga dirinya sampe ngemis gitu, bukanya bikin Capres-Cawapres sendiri malah pgn ikutan ke kubu Ganjar... Mau dibawa kemana negri ini blm pernah sudah kalah ngerasa gabisa bersaing jadi begitu",1
kaya calon korban selanjutkan ganjar...gak ada wibawanya duduk samping mega atau puan....aduh tobat2 jangan lah pilih ganjar.,1
Bodo amat emangnya PDIP serius dengan Anda??? Udah ternoda tetep ternoda...Indonesia pilih GANJAR PRANOWO yang menjadi presiden 2024 melanjutkan bukan perubahan!!!!!,1
"Saat dicalonkan menjadi bacapres PDIP, Ganjar Pejabat BUKAN rakyat biasa, Entah itu statement pembodohan atau kebodohan ORANG yang tidak mampu menempatkan dirinya",1
"Semangat pak ganjar, masyarakat akan selalu mendukungmu menjadi pemimpin 2024, Pak ganjar memang yang paling tepat meneruskan jokowi",3
dari survei sangat mendominasi bahwa pak ganjar mampu menjadi pemimpin negara yg sangat diimpikan oleh masyarakat indonesia.,3
"Adu debat Ganjar akan kalah? Jangan terlalu underestimate bro, Ganjar itu pemain karakter, kek Jokowi, bagus dalam debat tempo singkat dan percakapan pendek hrs melakukan relly panjang untuk lontaran adu ide dan gagasan, disitu baru Ganjar kehabisan ""nafas""",3
"Ya ga mungkin lah pak Ade...itu hil yg mustahal Kalau begitu pasti PPP, Hanura, Perindo, PSI ga bakalan dukung Ganjar... Ayo, jangan spt koalisi sebelah yg suka sebar hoax..",1
Masalah ganjar den bokep.,1
Aduh screw anon anon kontol yang kirim those hates ke aci anjing padahal dia lucu &amp; baik banget ngentot lo semua fakyu bitj pak ganjar liat pakkkk,1
"Rakernas II Sahabat Ganjar merupakan acara yang melibatkan berbagai tokoh dan pemimpin untuk berdiskusi, berkolaborasi, dan menyusun strategi dalam mendukung visi dan program Ganjar Pranowo, yang merupakan Calon Presiden di 2024 mendatang.",3
Ngaku ketinggalan......atau ngaku bangga lihat ganjar dgn massa pendukungnya sdhlah gabung saja dari pd kalah terus,1
Ganjar: Jangan Pernah Budaya Kita Digantikan dengan Asing. Ha ha budaya Yaman,1
"Pecinta pak Ganjar udah nyampe Medan ternyata, semangat terus pak",3
Yok pak Ganjar presiden kita,3
Sekali-kali bilang dukung ganjar karena suka UMKnya paling rendah seindonesia raya. Tolol,1
"Benar! Ganjar Tak Layak Menjadi Presiden Di Negeri Tercinta Ini. Ayo Selamatkan Bangsa &amp; Negara Dgn Memilih Anies Presiden 2024. Dialah Pemimpin Yang Terhormat, Terpercaya dan Amanah. Rakyat Bersama Anies. Semangat! Lihat video Yurni Purwanti!",3
"Politik om,orang paling baik pun klo sdh masuk ke sistem yg caur sprti skrg neh bakalan rusak sudah.. Mau anies mau ganjar mau pun prabowo siapapun yg jd presiden nya selama sistem neh belum berubah di jamin nasih tusuk tusukan dr belakang bgtu pun korupsi akan terus ada.",1
"Pemimpin yang sesungguhnya adalah pemimpin yang sangat sederhana dan sangat memperdulikan rakyatnya, semangat terus pak Ganjar",3
"Mesin partai mulai di nyalakan, masih jalan slow, itu pun baru 1 partai. Kalau 8 partai pendukung Ganjar mulai di starter, lajunya tak terbendung. 3 Partai koalisi akan pikir ulang buang² duit saja dukung capres yg sdh pasti kalah...",1
"Jangan sampai dukung pak Ganjar bikin jelek nama pak Ganjar karena pak Ganjar gk pernah deket sama ormas terlarang,,udh dukung wowo aja bikin muak aja",1
Ini baru pemimpin yang bisa ngertiin generasi muda. Dukung terus Ganjar yang aktif deketin mereka!,3
Semangat terlihat dari wajah wajah relawan ganjar yang sedang mendengarkan ucapan dari Pak Ganjar,3
"Ganjar memang pejuang anak muda. Dari sosialisasi hingga medan, semuanya dilakonin dengan semangat juang!",3
Duet Ganjar–Erick memiliki peluang untuk menjadi pemimpin Indonesia selanjutnya. salah satu hal yang bisa menguatkan kans Ganjar Pranowo jika berpasangan dengan Erick Thohir adalah dari sisi pemilih muda.,3
"Tunggu dulu,,, itu Ganjar yg hobby bokep apa Ganjar lain??? Ga begitu familiar sih wajahmya",1
"Menginspirasi Gen Z dan Milenial di Medan, Ganjar Pranowo dorong generasi muda partisipasi membangun bangsa",3
"*Saya JUJUR AJA, Sebenarnya Saya Tak Mampu Memimpin Negri ini...* _tapi Karena di tunjuk oleh Partai, tentu di terima aja. Apapun hasilnya jangan salahkan SAYA, bila banyak kekurangan dalam memimpin Negri ini mendengar tutur kata Ganjar itu... trus mau kemana negri ini..",1
"Indonesia sejak berdiri, siapa presidennya itu tergantung akoohhh, dan yg besok akohh mau Ganjar yg JD titik, akohh yakin bokep Indonesia lebih maju negara damai tentram makmur jaya sentosa",1
"Kongres Rakyat Nasional (Kornas) menilai hasil survei LSI di Sumut menjadi alarm bagi pendukung Ganjar. Jika Pilpres digelar saat ini di Sumut, maka Ganjar pasti kalah.",1
"semangat terus Pak Ganjar, salut deh sambutannya positif sekali",3
radikal radikul udh barang basi... tu ganjar..hobi nge bokep..,1
Tanya langsung sama orang jateng bagaimana kepemimpinan Ganjar sebagai gubernur.,3
"mantap nih sambutannya bagus banget buat Ganjar, makin yakin dehh.",3
pak ganjar adalah calon pemimpin yang sangat sederhana namun tetap berwibawa,3